けものの皮,Hardy Hide
てつのクギ,Iron Nails
ふかみどり,dark green
ろくしょう,green rust
きぞくねず,noble gray
おそなえ２,Offering 2
わらし人形,Child Doll
お庭用タル,Barrel (G)
きなこづち,Honeyhood
のぼり階段,staircase
かわきの石,Thirstone
きせいじゅ,Tree Sage
ももんじゃ,Platypunk
おにこぞう,Pickayune
のろいの岩,Dreadrock
しっぽ爆弾,Tail Bomb
わかめ王子,King Kelp
ろうがぼう,Sadistick
てつのムチ,Iron Whip
じごくの弓,Oh-No Bow
めざめの花,Wakerobin
まんねん雪,Permasnow
きれいな枝,Pink Pine
のっぺら顔,Flat Featureless Face
あめレンズ,Rain Lens
らせん打ち,Hypnowhip
しんだふり,Play Dead
たいあたり,Body Slam
うすざくら,pale pink
ゆめみの箱,Dream Box
お茶を飲む,Drink Tea
そうびひん,equipment
お庭用木箱,Crate (G)
けがれの渦,Epidemex
きつけそう,Softwort
あくま神官,Wrecktor
ばくだん岩,Rockbomb
ひくいどり,Firebird
ふくのかみ,God of Fortune
おおさそり,Scorpion
ふこうもり,Bat Luck
てつのオノ,Iron Axe
しおかぜ草,Waveweed
てなづける,Win Over
やっつけた,defeated
ふゆうじゅ,Monolog
さそりばち,Waspion
しわくちゃ,Wrinkly
ちょうはつ,provoke
お庭用ツボ,Pot (G)
ぺルドンカ,Pardonk
うしのふん,Cowpat
こがねいろ,golden
むきーっ！,Argh!
つかうもの,items
しろはなだ,white
ひざまずく,kneel
くやしがる,pout
にゃにゃん,Meow
ねこちゃん,Cat
つまみ食い,Eat
りゅうおう,True Dragonlord
ぬいぐるみ,plushie
ついてクン,Pet
なぞの魔狼,Mysterious Wolf
ひとくいが,Betterfly
りゅう兵士,Mandrake Mangler
ぼっちゃま,young master
こころの器,Heart Vessel
どくばり,Poison Needle
ばけガニ,Rabid Crabid
ぷちドス,Stickybreath
やみ凶鳥,Dark Gargoyle
よろず屋,General Shop
まとめ屋,Summary Shop
たけやり,Bamboo Spear
ねこひげ,Cat Whiskers
やくそう,Medicinal Herb
ながぐつ,Rubber Boots
ひばしら,Pyre o' Fire
がっくり,disappointed
ほ乳ビン,Baby Bottle
やみ亡者,Dark Shadow
かがみ石,Mirrorstone
ためる弐,Psyche Up 2
ためる参,Psyche Up 3
みやぶる,Eye for Trouble
おはらい,Benediction
だいだい,sour orange
うぐいす,green-brown
いねむり,Nodding Off
こんぼう,Oaken Club
せいすい,Holy Water
とげウニ,Ouchy Urchin
かるいよ,It's Clear
めいそう,Meditation
こげちゃ,dark brown
どうぐ屋,Item Shop
みやげ屋,Souvenirs
かしの杖,Oak Staff
ぶとうぎ,Strongsam
いなずま,Lightning
きまぐれ,Whimsical
ぱふぱふ,Puff-puff
しゅいろ,vermilion
しらあい,pale cyan
しっこく,jet black
うめねず,pale plum
のうこん,deep blue
おどろく,surprised
おちこむ,depressed
あやまる,apologize
まーるし,Marlluxie
がいこつ,Skeleton
ちびゴラ,Dinkagon
やぐら前,fort
まきの束,Firewood Bundles
きんかい,Gold Bar
かくとく,received
ふじいろ,wisteris
すごろく,Sugoroku
はくしゅ,applause
おそうじ,cleaning
まぶしい,Dazzling
おそなえ,Offering
ぺネロぺ,Penelope
にわとり,Chicken
せんれき,Records
おたけび,War Cry
くちぶえ,Whistle
ふくびき,Lottery
ひっさつ,Special
おねだり,begging
もじもじ,Bashful
おまいり,worship
つばくろ,Zubakro
ぺルソン,Peruson
ゆうれい,specter
たまぞう,Tamazo
わたぼう,Fluffy
にんじん,carrot
んういち,Nuichi
きむこう,Nester
よれよれ,Shabby
おうえん,Egg On
まっちゃ,matcha
けいれい,salute
おびえる,scared
おいのり,prayer
あらまあ,Oh My!
べニーズ,Benize
さくせん,Misc.
たいまつ,Torch
じゅもん,spell
にんげん,human
みのがす,Mercy
むらさき,grape
ほほえむ,smile
ひやかす,tease
かかげる,Raise
りデーラ,Della
ぺイジー,Peiji
ゆうぼん,Horii
ごろつき,Hood
おとし玉,New Year's Gift
つかいま,Wimp
あまいろ,flax
うすあい,pale
あみあみ,mesh
すぎやん,Sugi
よろこぶ,joy
うなずく,nod
でアール,!
すばやさ,agility
きようさ,deftness
かんぢん,Kanzan
えびせん,Shrimp Snack
あれくす,Trunks
さいほう,sewing
どらきち,Vlad
やぐら,fort
みそぎ,purification
あさぎ,light blue
かき氷,shaved ice
お面屋,Mask Shop
そうび,equipment
ためる,Psyche Up
ぬすむ,Half-Inch
お弁当,lunch box
あずき,red bean
あかね,dark red
みかん,mandarin
おにび,Will-O'
たき火,Bonfire
くじ屋,Lottery
じわれ,Fissure
てれる,shyness
ころも,clothes
ふくコ,Fukuko
げんま,spirit
うける,Accept
ひつぎ,coffin
さくら,cherry
なやむ,ponder
なでる,stroke
ご主人,master
りんご,Apple
まいこ,Maiko
うきわ,Float
くりす,Chris
とくぎ,skill
かばう,Whipping Boy
さんご,coral
ひとみ,pupil
しぐさ,emote
あくま,Demon
こぶた,piggy
まぅろ,Mauro
おでん,Oden
みるく,Milk
ゆぅき,Yuki
どうぐ,item
いのる,pray
のぞく,peek
まわる,spin
おうぎ,fan
めんこ,pog
ぶくろ,bag
すわる,sit
おじぎ,bow
ぼうし,hat
おもさ,weight
あしれ,Ashire
きぜい,Kizei
もぐた,Digby
お箸,chopsticks
お札,amulet
つぼ,vase
